1,1,2
2,1,8
3,1,16
4,1,48
5,1,74
6,1,158
7,1,164
8,1,175
9,3,175
10,5,175
11,26,175
12,56,175
13,465,175
14,1127,175
15,9557,175
16,24221,175
17,181402,175
